D4420;D4433;4U27;4U32;L4115;D4428
1157.99;1918.38;53.84;5.4;1.63;1165.32
1144.84;1782.32;53.83;5.44;1.63;1163.83
1146.27;1609.99;51.96;8.07;1.62;1154.62
1163.61;1514.66;44.98;6.91;1.62;1148.52
1172.25;1552.51;42.67;8.99;1.6;1145.09
1176.9;1649.31;39.35;9.69;1.59;1147.09
1157.84;1745.48;39.35;7.95;1.6;1152.41
1146.33;1793.69;39.37;8.54;1.61;1152.67
1149.62;1784.93;39.54;10.14;1.61;1155.61
1160.67;1742.7;40.26;7.62;1.61;1150.54
1171.09;1702.81;40.25;7.24;1.62;1146.63
1188.12;1736.68;40.24;7.31;1.61;1141.95
1181.44;1831.28;41.14;9.77;1.6;1144.94
1178.89;1985.04;48.84;10.11;1.61;1155.59
1176.82;2034.67;55.99;7.54;1.61;1164.45
1177.65;1951.53;60.58;7.55;1.64;1171.7
1183.31;1809.69;60.59;5.51;1.63;1165.34
1177.86;1753.91;60.57;5.38;1.63;1157.33
1173.51;1709.26;60.58;8.35;1.62;1157.1
1166.51;1676.83;59.59;8.33;1.63;1155.79
1164.25;1654.39;57.46;8.34;1.63;1156.34
1165.28;1620.76;54.17;8.52;1.62;1152.85
1181.81;1635.22;52.91;9.92;1.61;1153.98
1174.56;1686.65;50.89;11.49;1.62;1154.1
1169.85;1728.52;50.89;9.4;1.62;1152.28
1169.02;1714.81;50.88;9.41;1.62;1149.64
1175.67;1694.73;50.88;8.56;1.62;1150.88
1179.87;1740.97;50.88;7.64;1.62;1153.55
1164.79;1763.31;50.88;8.74;1.62;1151.86
1161.38;1735.68;50.89;7.18;1.61;1158.73
1173.92;1707.88;50.89;7.08;1.62;1155.69
1174.26;1742.9;50.88;9.89;1.62;1158.18
1176.03;1728.47;50.88;8.18;1.62;1154.51
1175.67;1741.17;50.88;8.19;1.62;1156.33
1182.92;1826.83;50.89;10.23;1.62;1158.59
1176.62;1896.93;52.78;8.2;1.62;1161
1163.8;1884.46;55.91;6.96;1.63;1160.65
1151.27;1807.18;55.92;7.01;1.63;1162.72
1146.13;1698.51;55.93;7.03;1.65;1163.66
1136.8;1624.19;54.32;8.72;1.64;1158.64
1143.67;1570.37;50.91;9.41;1.63;1155.07
1138.81;1559.3;47.07;7.77;1.61;1152.98
1133.19;1538.68;40.69;9.07;1.61;1144.73
1131.16;1544.29;36.16;10;1.59;1140.61
1135.23;1594.46;34.83;9.51;1.61;1139.76
1140.37;1671.2;34.82;8.46;1.6;1138.54
1152.55;1704.66;34.8;10.96;1.59;1136.36
1157.86;1788.43;34.8;10.93;1.59;1140
1164.11;1826.09;34.93;8.5;1.59;1148.69
1169.24;1924.23;38.2;7.46;1.6;1150.8
1162.96;1972.5;43.47;7.42;1.62;1153.72
1155.93;1855.84;47.36;7.47;1.63;1160.15
1151.02;1738.34;47;6.73;1.63;1157.9
1146.94;1641.61;43.92;5.56;1.62;1154.48
1141.88;1595.25;40.8;7.33;1.59;1149.91
1139.9;1596.24;37.49;11.01;1.6;1141.96
1140.84;1681.6;37.49;10.34;1.62;1138.84
1128.48;1741.85;37.49;7.84;1.59;1139.82
1123;1706.57;37.47;10.34;1.59;1149.15
1128.51;1697.21;37.15;9.81;1.59;1147.49
1139.38;1612.46;33.96;9.96;1.59;1145.03
1137.85;1610.47;30.48;10.44;1.59;1140.35
1143.45;1690.57;28.49;10.49;1.59;1140.79
1143.46;1715.07;28.49;12.74;1.6;1143.51
1147.22;1763.18;28.49;13.25;1.59;1146.71
1155;1897.83;30.95;11.42;1.59;1149.37
1163.69;2000.68;38.77;10.98;1.6;1150.65
1168.08;1982.15;41.29;10.31;1.61;1154.01
1178.52;1963.81;45.83;7.73;1.6;1158.29
1171.89;1923.73;49.28;7.67;1.6;1162.67
1167.22;1861.98;49.28;7.74;1.6;1162
1160.81;1771.41;49.27;7.79;1.6;1161.52
1156.62;1708.11;49.26;7.83;1.6;1160.62
1142.64;1673.05;49.26;7.62;1.6;1155.07
1142.82;1627.65;48.78;7.68;1.6;1151.86
1145.38;1592.55;44.72;7.7;1.6;1150.15
1136.47;1589.82;42;7.69;1.58;1145.03
1139.61;1642.2;41.25;9.98;1.58;1143.08
1140.93;1710.94;41.19;10.93;1.57;1145.21
1141.88;1717.86;40.97;8.74;1.57;1142.37
1147.56;1734.61;40.97;10.45;1.58;1142.9
1145.5;1744.87;40.97;10.28;1.57;1148.56
1147.09;1806.64;40.97;12.27;1.57;1150.06
1158.55;1823.88;40.98;10.63;1.57;1149.33
1151.29;1851.13;42.11;9.49;1.57;1154.38
1156.08;1820.78;42.58;9.5;1.58;1155.47
1153.11;1827.92;42.78;11.78;1.58;1152.71
1162.23;1847.24;45.25;8.53;1.59;1157.23
1169.79;1825.2;45.96;8.38;1.59;1158.75
1160.55;1814.25;46.86;5.42;1.61;1155.96
1157.75;1780.45;47.2;6.42;1.61;1159.14
1139.71;1734.91;47.2;9.59;1.6;1155.76
1134.48;1605.79;45.26;8;1.59;1153.44
1138.61;1548.59;41.36;8.16;1.58;1147.5
1136.43;1553.6;37.14;8.15;1.58;1141.98
1135.23;1574.47;33.9;10.79;1.57;1138.21
1126.88;1581.83;30.27;10.56;1.59;1133.85
1110.83;1619.32;28.52;10.52;1.59;1133.42
1115.61;1587.58;25.72;10.55;1.58;1135.36
1133.41;1620.6;23.53;10.51;1.56;1135.88
1140.34;1728.57;22.94;11.13;1.58;1135.72
1141.79;1834.48;23;13.47;1.58;1137.76
1144.88;1845.58;24.38;13.5;1.58;1146.37
1136.57;1790.08;24.99;12.9;1.56;1148.34
1139.08;1756.46;25;10.57;1.55;1147.91
1144.05;1777.17;25.02;10.05;1.56;1144.27
1159.84;1865.03;26.57;9.97;1.55;1143.51
1177.94;1998.82;34.98;11.72;1.56;1146.68
1183.79;2114.83;44.74;9.11;1.56;1156.23
1180.8;2127.75;54.93;6.19;1.59;1162.5
1166.19;2007.35;60.29;4.62;1.61;1172.35
1151.83;1798.08;59.33;3.75;1.62;1175.88
1147.93;1651.96;56.16;2.72;1.61;1169.35
1140.13;1566.84;50.74;5.26;1.6;1155.91
1135.57;1470.99;45.7;6.9;1.59;1151.59
1134;1451.87;38.34;8.82;1.58;1145.59
1136.5;1556.61;34.25;11.04;1.58;1136.27
1143.12;1728.79;34.47;11.07;1.57;1139.68
1153.38;1864.81;37.03;10.64;1.58;1144.32
1158.25;1898.74;41.54;8.8;1.59;1149.8
1158.99;1832.42;42.44;8.82;1.59;1156.96
1151.04;1768.61;42.54;8.08;1.6;1159.45
1145.8;1672.44;42.45;6.79;1.59;1159.99
1139.94;1623.12;40.32;6.08;1.59;1153.84
1152.39;1647.23;39.57;9.08;1.58;1148.37
1159.2;1696.93;39.56;9.14;1.59;1145.33
1160.51;1795.52;39.55;9.09;1.57;1147.74
1167.9;1875.88;39.55;9.1;1.56;1154.11
1166.29;1905.06;42.16;9.08;1.57;1154.93
1157.77;1828.21;45.91;8.73;1.59;1158.11
1139.76;1687.91;45.51;7.01;1.6;1155
1131.45;1602.73;41.31;6.98;1.59;1153.64
1139.45;1592.86;37.88;8.95;1.58;1150.37
1142;1609.1;36.07;12.46;1.59;1144.95
1151.64;1665.82;35.29;12.37;1.57;1139.96
1147.6;1705.63;35.28;10.05;1.57;1138.19
1142.48;1692.38;35.11;10.11;1.56;1143.32
1144.76;1672.68;33.52;8.36;1.57;1144.08
1142.32;1692.6;32.95;10.9;1.57;1142.8
1143.89;1697.19;32.03;10.52;1.58;1143.57
1147.65;1694.68;31.16;9.39;1.57;1144.46
1159.43;1769.95;31.07;11.63;1.56;1142.36
1167.8;1890.16;31.46;10.04;1.56;1143.43
1167.42;1959.36;35.97;9.33;1.59;1145.84
1169.58;2002.9;41.54;9.35;1.59;1154.03
1173.16;2015.68;48.15;9.56;1.61;1156.1
1164.45;1958.33;51.47;6.64;1.62;1162.75
1154.49;1846.63;52.92;5.44;1.62;1165.19
1154.39;1741.99;52.92;5.44;1.61;1163.21
1145.4;1640.25;51.55;8.11;1.61;1158.16
1145.15;1599.27;48.61;9.17;1.61;1152.76
1146.67;1585.8;44.02;9.14;1.6;1149.55
1148.93;1611.52;42.56;9.17;1.58;1148.51
1155.24;1667.17;40.55;9.18;1.58;1146.51
1151.2;1714.17;40.55;9.16;1.59;1148.49
1151.75;1771.53;40.55;10.26;1.59;1147.79
1156.57;1772.54;40.55;10.7;1.59;1148.39
1156.04;1738.68;40.55;8.69;1.59;1151.82
1156.78;1746.78;40.54;7.85;1.59;1150.09
1151.31;1741.44;40.54;10.01;1.59;1153.07
1142.67;1741.5;40.54;8.74;1.59;1157.11
1150.12;1727.32;40.54;7.94;1.59;1152.49
1155.93;1727.57;40.54;11.02;1.59;1152.18
1159.11;1769.71;40.54;10.36;1.57;1152.9
1158.26;1773.19;40.54;9.53;1.57;1153.7
1149.22;1783.84;40.54;9.52;1.58;1151.87
1141.74;1726.94;40.54;9.55;1.58;1152.9
1136.07;1641.66;39.76;9.62;1.58;1151.43
1142.39;1643.31;38.12;9.55;1.57;1152.31
1142.6;1703.4;37.54;11.25;1.57;1146.87
1151.6;1744.32;37.54;11.1;1.58;1145.49
1158.6;1809.23;37.56;8.7;1.59;1150.04
1164.91;1864.2;38.24;11.89;1.61;1151.43
1161.84;1848.49;38.92;9.48;1.6;1148.45
1161.72;1817.02;40.44;8.52;1.59;1149.64
1174.7;1804.87;40.54;8.53;1.59;1155.22
1178.55;1889.89;42.74;8.55;1.59;1154.41
1168.08;1899.63;47.68;8.5;1.59;1154.48
1160.97;1818.78;48.55;8.51;1.6;1161.75
1153.17;1678.62;48.4;8.51;1.6;1157.54
1155.24;1606.55;45.87;8.63;1.6;1153.01
1158.63;1615.1;43.14;9.29;1.59;1149.47
1159.71;1692.6;42.33;11.59;1.59;1144.98
1151.46;1736.98;42.33;10.99;1.59;1148.71
1156.49;1741.51;42.35;8.98;1.59;1153.24
1168.87;1740.78;42.33;11.96;1.59;1154.1
1149.18;1776.09;42.33;12.06;1.61;1148.34
1147.89;1740.63;42.34;11.63;1.6;1150.48
1150.85;1709.05;42.34;10.36;1.59;1155.07
1156.42;1674.18;42.33;12.24;1.59;1150.07
1162.25;1753.66;42.33;12.31;1.59;1146.96
1163.75;1848.81;42.34;10.74;1.59;1152.68
1160.85;1871.75;43.81;10.05;1.6;1154.47
1153.29;1825.05;46.58;10.05;1.6;1161.01
1138.17;1716.79;46.38;10.08;1.6;1158.55
1141.03;1599.01;43.41;10.04;1.59;1157.81
1134.23;1574.85;39.81;10.74;1.59;1151.03
1125.32;1588.85;37.9;13.29;1.58;1148.18
1126.99;1537.13;31.76;13.25;1.57;1143.63
1131.37;1600.9;30.43;13.43;1.57;1139.45
1143.54;1664.53;30.43;13.32;1.57;1138.44
1151.01;1709.95;30.42;14.4;1.58;1140.67
1156.4;1823.42;30.42;14.01;1.57;1141.51
1159.79;1958.41;34.99;13.81;1.57;1143.95
1157.43;1976.9;40.24;13.05;1.6;1152.82
1156.22;1883.72;41.66;9.83;1.6;1158.26
1156.08;1826.05;41.7;9.87;1.6;1157.97
1153.37;1822.09;41.69;9.84;1.6;1154.14
1145.03;1788.62;41.69;10.35;1.6;1151.49
1145.54;1743.26;41.68;12.29;1.6;1154.58
1152.63;1669.44;41.68;11.68;1.59;1155.75
1152.03;1676.56;41.46;9.87;1.59;1153.54
1147.85;1670.21;40.21;12.38;1.59;1150.53
1135.35;1685.03;38.7;13.4;1.59;1148.82
1124.55;1657.66;37.12;13.35;1.59;1145.69
1125.61;1604.24;34.06;12.48;1.59;1145.83
1124.61;1561.51;29.48;10.09;1.57;1144.36
1124.79;1614.97;26.04;13.46;1.56;1138.86
1131.61;1719.85;24.97;16.25;1.58;1141.47
1137.09;1722.71;24.98;15.19;1.57;1142.03
1143.95;1759.44;24.97;12.61;1.57;1142.16
1144.71;1850.5;26.72;12.51;1.58;1141.43
1139.8;1912.58;31.68;14.87;1.58;1145.33
1135.25;1859.48;32.72;14.8;1.59;1151.1
1139.61;1780.22;32.74;14.21;1.58;1155.15
1132.56;1738.91;32.75;13.27;1.58;1147.36
1138.74;1720.6;32.74;12.78;1.59;1143.16
1141.04;1749.31;32.73;12.17;1.57;1141.97
1147.32;1765.79;32.74;12.46;1.57;1143.48
1156.72;1825.39;32.84;14.46;1.59;1145.71
1163.9;1913.98;37.47;14.5;1.61;1144.61
1160.12;1973.11;43.11;11.48;1.6;1148.85
1165.8;1979.18;48.58;10.13;1.61;1156.17
1158.4;1867.68;48.57;8.46;1.62;1163.63
1153.77;1708.32;48.59;8.06;1.62;1162.8
1139.38;1606.19;46.84;7.95;1.6;1155.41
1130.72;1561.52;41.67;9.99;1.6;1151.61
1134.89;1581.1;37.99;10.92;1.6;1148.09
1135.57;1611.29;36.88;10.91;1.59;1140.01
1143.95;1631.47;35.05;10.84;1.59;1139.3
1143.35;1733.2;34.28;10.81;1.58;1143.6
1151.71;1831.89;34.28;11.16;1.58;1147.69
1149.12;1852.77;35.6;12.36;1.59;1151.31
1147.88;1853.83;37.66;12.3;1.59;1153.23
1154.09;1796.47;38.66;12.3;1.6;1154.79
1147.95;1767.11;38.8;12.25;1.59;1155.69
1138.95;1707.02;38.81;12.3;1.6;1152.68
1141.34;1679.35;38.81;12.29;1.59;1149.67
1146.69;1706.01;38.81;12.25;1.59;1148.43
1163.92;1795.39;38.8;12.25;1.59;1151.58
1175.95;1888.68;40.55;12.29;1.58;1155.4
1174.67;1972.57;47.51;12.37;1.58;1156.12
1167.42;1993.54;53.15;10.05;1.6;1165.1
1160.88;1963.23;56.3;8.88;1.61;1167.13
1152.41;1904.84;57.65;8.85;1.62;1168.44
1139.97;1752.18;57.66;8.93;1.63;1166.61
1134.43;1613.22;56.4;8.9;1.62;1159.72
1131.32;1523.04;52.6;11.1;1.62;1151.49
1138.03;1448.65;43.05;12.02;1.61;1147.55
1124.49;1470.41;36.84;10.67;1.59;1138.97
1122.79;1524.49;34.2;11.06;1.58;1138.93
1137.75;1572.86;30.85;12.44;1.57;1138.92
1146.96;1667.12;30.87;13.45;1.57;1139.97
1153.49;1783.83;30.84;13.89;1.57;1142.16
1158.36;1868.63;32.41;13.91;1.57;1144.9
1148.89;1860.69;35.13;13.12;1.59;1148.28
1145.91;1824.43;35.12;9.89;1.58;1151.86
1145.53;1783.44;35.14;10.36;1.58;1151.31
1144.51;1731.82;35.16;12.24;1.59;1151.02
1146.67;1682.41;35.17;12.21;1.58;1154.21
1141.16;1678.84;35.15;12.54;1.59;1148.51
1133.77;1722.81;35.16;12.34;1.58;1143.45
1150.31;1753.8;35.15;14.9;1.58;1144.01
1160.66;1812.55;35.25;13.56;1.57;1149
1151.87;1878.68;37.29;10.88;1.58;1152.93
1150.95;1862.26;38.45;10.33;1.59;1152.65
1146.22;1843.81;40.16;9.62;1.6;1156.21
1145.41;1776.95;40.19;10.13;1.59;1154.28
1150.85;1715.25;40.18;11.93;1.59;1153.24
1154.88;1708.24;40.19;9.87;1.59;1152.35
1163.82;1734.08;40.19;9.88;1.58;1149.24
1170.01;1815.77;40.91;9.88;1.59;1148.17
1160.57;1932.03;46.63;9.91;1.59;1151.93
1153.65;1975.29;51.41;9.88;1.61;1156.28
1149.04;1902.38;52.93;8.1;1.69;1157.54
1143.12;1782.23;52.93;5.55;1.65;1159.05
1139.88;1686.95;52.94;5;1.62;1156.35
1147.92;1618.96;51.45;7.5;1.62;1147.31
1151.3;1585.02;48.16;10.93;1.62;1149.85
1151.43;1546.5;42.66;12.58;1.6;1146.76
1146.35;1586.55;40.85;12.63;1.59;1145.52
1139.31;1654.69;38.69;12.57;1.57;1147.13
1140.89;1628.91;38.26;12.57;1.57;1143.85
1130.13;1603.82;34.34;12.52;1.58;1143.63
1130.07;1644.03;33.41;12.56;1.58;1141.07
1134.12;1730.49;33.41;12.59;1.58;1137.01
1143.89;1762.62;33.39;12.57;1.58;1137.6
1147.64;1774.83;33.4;12.18;1.58;1140.21
1153.35;1835.42;33.4;10.36;1.6;1139.09
1153.12;1883.86;34.34;10.32;1.59;1142.05
1159.34;1917.23;38.57;10.38;1.6;1150.97
1152.85;1851.48;39.38;10.39;1.6;1148.94
1137.24;1765.4;39.42;9.75;1.6;1152.48
1130.55;1712.9;39.42;7.38;1.6;1153.92
1127.29;1661.4;39.17;9.46;1.61;1151.43
1134.82;1665.35;38.15;10.37;1.6;1151.08
1133.84;1673.09;38.15;10.32;1.58;1144.27
1138.01;1698.2;38.14;8.32;1.59;1141.46
1144.03;1715.72;38.15;9.67;1.6;1136.35
1155.53;1726.16;38.14;10;1.58;1139.08
1149.2;1752.5;38.15;7.73;1.57;1138.6
1142.57;1714.71;37.51;10.2;1.59;1143.85
1140.64;1668.48;35.85;10.99;1.59;1145.25
1133.82;1646.01;32.67;10.12;1.58;1142.34
1130.32;1713.44;32.67;10.76;1.58;1140.91
1134.87;1742.68;32.67;12.99;1.56;1141.18
1145.37;1787.95;32.66;12.24;1.59;1140.82
1157.37;1890.27;33.43;12.22;1.59;1143.83
1162.33;1958.3;38.79;12.28;1.59;1148.11
1150.25;1914.99;42.54;9.97;1.6;1156.67
1143.15;1812.37;43.96;8.86;1.61;1160.86
1141.31;1685.9;44.08;9.36;1.61;1156.82
1147.09;1625.4;42.28;11.46;1.6;1148.76
1143.76;1597.54;37.96;10.1;1.59;1146.14
1147.95;1592.53;34.43;9.97;1.59;1145.92
1153.75;1682.12;33.27;12.33;1.57;1142.64
1149.31;1800.23;33.27;12.31;1.59;1143.88
1157.31;1808.5;33.27;10.76;1.59;1148.17
1145.34;1773.83;33.26;10.08;1.59;1146.85
1139.59;1727.82;33.26;10.11;1.6;1145.48
1128.77;1710.09;33.26;10.63;1.6;1147.77
1140.11;1714.15;33.27;12.68;1.59;1143.88
1157.71;1748.47;33.26;12.66;1.58;1140.96
1166.99;1827.68;34.22;14.76;1.6;1142.73
1159.47;1898.33;38.35;14.22;1.58;1151.8
1162.81;1925.31;41.54;14.22;1.6;1158.56
1158.87;1932.98;46;14.17;1.61;1158.88
1154.45;1778.22;47.51;13.23;1.62;1159.62
1143.76;1642.09;45.93;11.71;1.62;1159.14
1135.23;1555.49;39.86;12.61;1.61;1157.35
1138.43;1544.89;35.16;13.5;1.59;1151.29
1137.08;1583.05;34.53;17.92;1.6;1143.67
1136.5;1588.38;31.4;21.25;1.59;1138.15
1140.79;1632.29;28.91;20.02;1.59;1136.91
1140.54;1729.79;28.89;17.48;1.58;1138.81
1147.58;1840.97;29.3;19.02;1.57;1142.06
1157.95;1934.17;33.93;16.76;1.57;1148.13
1158.24;1939.38;38.35;15.93;1.59;1149.56
1149.6;1817.68;38.57;11.91;1.61;1149.03
1149.75;1764.91;38.59;11.71;1.61;1151.99
1155.86;1733.81;38.59;12.47;1.6;1148.97
1146.11;1711.95;38.58;12.44;1.59;1148.03
1151.5;1678.49;38.57;12.51;1.6;1150.5
1151.17;1692.35;38.35;12.63;1.59;1146.51
1149.19;1722.09;38.24;12.42;1.59;1146.72
1145.19;1806.42;38.24;16.07;1.59;1144.14
1153.77;1840.16;38.25;14.77;1.61;1149.07
1158.98;1792.51;38.23;11.33;1.6;1149.69
1147.25;1750.78;38.25;9.64;1.59;1152.86
1128.8;1737.84;38.24;11.48;1.59;1153.65
1122.72;1630.23;37.45;9.66;1.6;1153.55
1128.03;1567.8;32.67;11.32;1.59;1149.7
1123.56;1552.93;29.31;14.23;1.58;1141.58
1123.6;1592.12;26.09;16.03;1.59;1136.68
1133.43;1659.94;24.92;18.01;1.58;1136.61
1146.31;1778.56;24.89;18.56;1.58;1136.16
1159.53;1930.19;29.48;20.48;1.57;1139.42
1156.97;2017.1;36.19;17.6;1.58;1147.45
1155.27;1979.39;40.79;13.84;1.6;1158.75
1154.46;1950.61;43.61;12.17;1.61;1160.68
1154.96;1932.93;47.33;12.14;1.61;1163.96
1159.01;1824.53;48.42;10.76;1.62;1161.21
1152.15;1717.3;48.18;11.2;1.63;1161.12
1145.23;1601.77;44.56;10.9;1.62;1154.18
1136.27;1524.56;37.74;15.19;1.62;1149.46
1117.74;1521.82;33.07;16.26;1.62;1143.73
1121.21;1580.55;31.64;17.88;1.61;1138.61
1119.68;1604.42;29.69;19.02;1.59;1137
1123.1;1648.3;28.87;20.19;1.59;1134.39
1125.27;1712.2;28.84;18.51;1.57;1137.52
1133.54;1759.09;28.83;17.35;1.57;1138.49
1137.67;1778.07;28.86;17.36;1.57;1136.23
1151.19;1803.58;28.84;17.35;1.58;1137.89
1151.22;1822.66;28.86;17.31;1.58;1136.19
1152.46;1789.68;28.86;17.31;1.58;1141.17
1147.41;1823.31;29.04;17.27;1.59;1138.98
1156.81;1884.3;31.98;17.33;1.58;1143.88
1166.8;1965.17;37.83;17.3;1.57;1154.45
1167.23;1973.38;42.42;17.29;1.58;1161.32
1157.29;1914.52;43.9;14.55;1.62;1162.62
1144.13;1793.37;43.91;12.46;1.63;1163.5
1141.54;1634.89;43.22;10.85;1.61;1162.02
1139.6;1523.83;37.08;11.64;1.59;1148.76
1140.67;1491.4;31.46;16.28;1.57;1141.32
1133.7;1572.74;29.66;18.46;1.57;1135.27
1133.54;1665.97;29.65;18.45;1.57;1135.37
1135.56;1728.09;29.65;18.41;1.57;1142.91
1139.11;1755.47;29.64;17.78;1.57;1144.57
1136.42;1780.53;29.65;15.39;1.59;1145.55
1145.35;1805.08;29.63;16.15;1.58;1143.92
1157.11;1834.07;29.91;18.03;1.59;1145.01
1158.08;1817.07;30.03;15.18;1.58;1148.45
1159.3;1813.66;30.71;15.32;1.58;1150.76
1168.51;1856.51;33.75;15.29;1.58;1153.64
1172.69;1917.49;37.58;15.2;1.58;1152.8
1176.08;1958.39;43.34;13.14;1.59;1151.71
1167.12;1961.98;47.95;11.88;1.6;1157.17
1158.51;1903.12;49.33;10.26;1.61;1160.95
1163.1;1801.72;49.35;8.54;1.61;1161.22
1146.73;1709.45;49.34;9.66;1.61;1156.94
1133.16;1600.34;47.35;10.48;1.61;1152.43
1135.46;1535.53;41.27;14.14;1.59;1151.32
1136.64;1521.45;36.15;13.99;1.59;1147.22
1132.05;1563.54;33.85;14.88;1.59;1143.08
1152.71;1622.11;31.1;17.23;1.57;1141.99
1155.03;1779.23;31.32;17.48;1.57;1135.71
1163.29;1900.52;34.17;17.03;1.57;1143.48
1171.57;1950.53;38.37;14.33;1.58;1151.71
1164.82;1977.81;44.18;11.61;1.6;1158.77
1165.91;1924.65;47.88;11.43;1.6;1161.08
1154.23;1831.45;47.87;9.63;1.61;1161.26
1154.64;1718.8;47.85;9.85;1.62;1158.44
1155.3;1689.19;47.86;13.02;1.61;1155.49
1157.13;1662.56;47.18;12.95;1.61;1144.74
1154.74;1654.45;45.31;12.91;1.6;1144.51
1145.15;1630.42;43.05;12.93;1.6;1148.42
1134.99;1631.05;41.28;12.54;1.59;1149.56
1136.87;1598.05;38.36;11.34;1.59;1147.54
1137.04;1603.35;35.27;13.79;1.58;1141.81
1129.31;1649.54;33.27;14.75;1.59;1140.49
1132.09;1637.74;31.79;18.63;1.57;1143.19
1135.27;1601.11;28.88;16.22;1.56;1145.82
1127.72;1626.12;25.79;15.29;1.56;1140.07
1128.65;1686.82;25.78;15.97;1.57;1136.49
1142.89;1738.38;25.78;17.97;1.57;1139.07
1148.55;1814.67;25.8;15.3;1.56;1141.27
1152.67;1897.65;28.36;17.64;1.58;1139.57
1153.98;1894.55;32.05;18.05;1.58;1145.97
1147.47;1825.87;32.06;15.41;1.58;1148.92
1144.21;1788.8;32.1;15.31;1.58;1149.73
1143.06;1794.39;32.1;15.4;1.57;1152.77
1138.12;1800.12;32.1;15.33;1.57;1146.94
1137.18;1796.03;32.1;15.22;1.6;1146.58
1154.77;1750.94;32.09;15.31;1.59;1150.13
1143.45;1787.29;32.35;15.96;1.58;1150.26
1147.53;1809.44;33.42;17.78;1.58;1151.87
1144.87;1730.42;33.44;12.31;1.58;1154.33
1151.98;1731.48;33.44;13.91;1.59;1152.42
1159.44;1792.69;33.69;12.36;1.58;1147.24
1164.02;1899.36;37.07;12.85;1.58;1148.09
1167.29;1894.44;40.46;14.7;1.59;1153.44
1156.07;1838.91;40.46;14.38;1.59;1160.64
1155.86;1776.24;40.46;9.82;1.59;1161.77
1159.71;1762.85;40.46;11.57;1.6;1157.49
1154.65;1735.71;40.45;11.01;1.6;1155.37
1159.19;1711.83;40.44;9.96;1.59;1154.84
1168.35;1705.5;40.45;12.85;1.59;1148.15
1161.82;1756.56;40.45;14.92;1.6;1150.03
1155.02;1740.09;40.44;14.91;1.6;1153.8
1149.42;1706.9;40.44;14.92;1.59;1151.34
1147.04;1715.37;40.44;14.88;1.58;1148.67
1136.87;1673.33;40.31;14.93;1.58;1148.59
1147.68;1666.69;38.52;14.94;1.58;1145.88
1153.23;1689.88;37.98;17.09;1.58;1146.58
1154.11;1765.02;37.99;17.97;1.58;1144.69
1154.13;1774.5;37.98;15.48;1.59;1146.89
1147.9;1780.55;37.97;14.43;1.58;1151.77
1146.48;1793.98;37.97;16.45;1.58;1150.07
1148.16;1789.81;37.97;16.79;1.58;1150.05
1161.78;1818.96;38.04;14.9;1.58;1149.11
1169.39;1869.47;39.75;14.96;1.62;1152.02
1157.14;1894.14;43.07;14.99;1.6;1154.98
1154.45;1834.56;45.17;14.88;1.6;1161.46
1146.97;1782.51;45.19;12.57;1.61;1160.28
1144.26;1684.89;45.19;11.59;1.6;1161.31
1143.9;1613.49;43.07;11.52;1.59;1154.53
1153.09;1637.69;40.1;12.8;1.58;1149.11
1147.92;1686.9;40.11;16.73;1.58;1148.16
1153.92;1689.65;40.1;16.7;1.57;1146.33
1158.19;1739.25;40.09;14.82;1.59;1147.65
1146.61;1718.88;40.1;13.69;1.6;1145.29
1131.4;1671.69;38.93;13.69;1.59;1149.48
1131.42;1645.67;36.84;15.89;1.59;1148.56
1146.94;1663.87;35.07;16.48;1.59;1143.83
1147.28;1762.98;35.06;16.6;1.58;1143.53
1160.25;1816.18;35.07;17.52;1.58;1150.07
1174.62;1905.66;38.35;18.82;1.58;1153.86
1177.4;1924.63;40.39;17.85;1.59;1161.63
1159.95;1905.42;43.36;15.25;1.59;1166.62
1146.39;1807.24;45.25;12.32;1.6;1166.9
1142.36;1696.77;45.25;12.38;1.61;1162.12
1143.11;1621.25;43.47;12.33;1.6;1155.69
1138.55;1587.99;38.69;15.29;1.58;1148.42
1136.66;1654.98;37.85;17.27;1.58;1141.83
1144.87;1703.73;37.85;19.15;1.58;1144.76
1152.25;1774.79;37.86;20.65;1.58;1148.63
1148.52;1813.96;37.85;18.88;1.59;1152.99
1150.75;1742.04;37.85;17.27;1.58;1152.99
1148.77;1689.27;37.84;15.93;1.58;1149.96
1140.9;1693.07;37.84;15.96;1.58;1144.15
1149.84;1698.04;37.85;15.99;1.58;1146.75
1159.66;1787.84;37.84;16;1.58;1146.57
1162.19;1868.5;38.47;15.92;1.58;1151.36
1164.99;1952.51;44.2;15.95;1.59;1151.99
1165.81;1965.02;48.52;15.94;1.59;1158.81
1159.72;1888.63;49.77;15.9;1.61;1159.56
1152.92;1787.06;49.76;13.8;1.61;1158.65
1153.32;1696.94;49.76;14.7;1.61;1155.54
1148.44;1611.83;48.93;14.75;1.61;1153.8
1139.73;1514.67;42.57;14.79;1.6;1149.02
1137.56;1504.64;36.49;15.56;1.58;1149.5
1131.65;1557.52;33.04;18.47;1.58;1144.34
1136.51;1669.8;33.04;18.41;1.58;1142.32
1155.3;1749.09;33.03;17.93;1.57;1146.35
1153.21;1854.6;34.52;14.67;1.57;1145.83
1151.93;1884.98;37.37;14.05;1.59;1149.94
1152.48;1782.84;37.4;14.75;1.59;1152.56
1155.28;1711.13;37.42;13.07;1.58;1149.2
1175.76;1744.97;37.41;12.37;1.58;1149.44
